Date,Item,Price,Category,Clothing,Suggested Price
10/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/1/21,pants,$5.00 ,pants,1,
10/1/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/1/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/1/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/1/21,boutique item,$6.00 ,boutique_item,1,
10/1/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/1/21,notepad,$1.00 ,school_office_supplies,0,1
10/1/21,blouse,$2.50 ,long_sleeves_blouses,1,5
10/1/21,boutique item,$4.00 ,boutique_item,1,
10/1/21,erasers,$1.00 ,school_office_supplies,0,1
10/1/21,water bottle,$1.00 ,household_goods,0,1
10/1/21,water bottle,$1.00 ,household_goods,0,1
10/1/21,pencil sharpener,$5.00 ,school_office_supplies,0,0.5
10/1/21,highlighters,$2.00 ,school_office_supplies,0,0.5
10/1/21,water bottle,$1.00 ,household_goods,0,1
10/1/21,boutique item,$8.00 ,boutique_item,1,
10/1/21,boutique item,$15.00 ,boutique_item,1,
10/1/21,boutique item,$5.00 ,boutique_item,1,
10/1/21,t-shirt,$1.50 ,short_sleeve_tops,1,3
10/1/21,water bottle,$0.50 ,household_goods,0,1
10/1/21,earrings,$1.50 ,jewelry,1,3
10/1/21,UCD t-shirt,$5.00 ,short_sleeve_tops,1,5
10/1/21,boutique item,$6.00 ,boutique_item,1,
10/4/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/4/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/4/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/4/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/4/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/6/21,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
10/6/21,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
10/6/21,jeans,$5.00 ,pants,1,5
10/6/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
10/6/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
10/6/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
10/6/21,blouse,$5.00 ,long_sleeves_blouses,1,5
10/6/21,jacket,$11.00 ,hoodies_coats,1,5
10/6/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
10/6/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/6/21,slacks,$5.00 ,pants,1,5
10/8/21,notebook,$3.00 ,school_office_supplies,0,3
10/8/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
10/8/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/8/21,earrings,$3.00 ,jewelry,1,3
10/8/21,boutique item,$13.00 ,boutique_item,1,
10/8/21,long sleeve shirt,$5.00 ,long_sleeves_blouses,1,3
10/8/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/8/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/8/21,notebook,$3.00 ,school_office_supplies,0,3
10/8/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/8/21,boutique item,$6.00 ,boutique_item,1,
10/8/21,long sleeve shirt,$5.00 ,long_sleeves_blouses,1,3
10/8/21,long sleeve shirt,$5.00 ,long_sleeves_blouses,1,3
10/8/21,boutique item,$7.00 ,boutique_item,1,
10/8/21,vase,$5.00 ,household_goods,0,5
10/8/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/8/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/8/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/8/21,boutique item,$5.00 ,boutique_item,1,
10/8/21,boutique item,$6.00 ,boutique_item,1,
10/8/21,jeans,$5.00 ,pants,1,5
10/8/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/8/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/8/21,long sleeve shirt,$5.00 ,long_sleeves_blouses,1,3
10/8/21,notebook,$3.00 ,school_office_supplies,0,3
10/8/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
10/8/21,sun hat,$3.00 ,headwear,1,3
10/8/21,water bottle,$1.00 ,household_goods,0,1
10/8/21,glue sticks,$2.00 ,school_office_supplies,0,1
10/8/21,household_goods,$2.00 ,household_goods,0,
10/8/21,pants,$5.00 ,pants,1,
10/8/21,water bottle,$1.00 ,household_goods,0,1
10/8/21,tank-top,$3.00 ,short_sleeve_tops,1,3
10/11/21,boutique item,$9.00 ,boutique_item,1,
10/13/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/13/21,button-down shirt,$8.00 ,long_sleeves_blouses,1,5
10/13/21,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
10/13/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/13/21,dress,$8.00 ,skirts_shorts_dresses,1,5
10/13/21,long sleeve shirt,$6.00 ,long_sleeves_blouses,1,3
10/13/21,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
10/13/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
10/13/21,heels,$10.00 ,shoes,1,10
10/13/21,sneakers,$5.00 ,shoes,1,5
10/13/21,sweater,$7.00 ,long_sleeves_blouses,1,5
10/13/21,accessories,$2.00 ,accessories,1,
10/13/21,t-shirt,$6.00 ,short_sleeve_tops,1,3
10/13/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/13/21,water bottle,$1.00 ,household_goods,0,1
10/13/21,water bottle,$1.00 ,household_goods,0,1
10/13/21,earrings,$3.00 ,jewelry,1,3
10/13/21,pants,$5.00 ,pants,1,
10/13/21,tank-top,$7.00 ,short_sleeve_tops,1,3
10/13/21,dress,$6.00 ,skirts_shorts_dresses,1,5
10/13/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/13/21,boutique item,$8.00 ,boutique_item,1,
10/13/21,leggings,$5.00 ,pants,1,5
10/13/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/13/21,slacks,$5.00 ,pants,1,5
10/13/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/13/21,pants,$5.00 ,pants,1,
10/13/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
10/15/21,earrings,$3.00 ,jewelry,1,3
10/15/21,earrings,$3.00 ,jewelry,1,3
10/15/21,shoes,$10.00 ,shoes,1,
10/15/21,earrings,$3.00 ,jewelry,1,3
10/15/21,boutique item,$6.00 ,boutique_item,1,
10/15/21,water bottle,$1.00 ,household_goods,0,1
10/15/21,water bottle,$1.00 ,household_goods,0,1
10/15/21,shoes,$10.00 ,shoes,1,
10/18/21,water bottle,$2.00 ,household_goods,0,1
10/19/21,water bottle,$2.00 ,household_goods,0,1
10/18/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
10/18/21,boutique item,$10.00 ,boutique_item,1,
10/18/21,boutique item,$7.00 ,boutique_item,1,
10/27/21,water bottle,$1.00 ,household_goods,0,1
10/27/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/27/21,windbreaker,$5.00 ,hoodies_coats,1,5
10/27/21,tank-top,$3.00 ,short_sleeve_tops,1,3
10/27/21,hand bag,$5.00 ,accessories,1,5
10/27/21,water bottle,$1.00 ,household_goods,0,1
10/27/21,tank-top,$3.00 ,short_sleeve_tops,1,3
10/27/21,boutique item,$15.00 ,boutique_item,1,
10/27/21,notebook,$1.00 ,school_office_supplies,0,3
10/27/21,boutique item,$7.00 ,boutique_item,1,
10/27/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/27/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/27/21,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
10/27/21,jeans,$5.00 ,pants,1,5
10/27/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/27/21,sunglasses,$5.00 ,accessories,1,5
10/27/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/27/21,boutique item,$5.00 ,boutique_item,1,
10/29/21,tank-top,$3.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,misc,$9.00 ,miscellaneous,0,
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,pants,$5.00 ,pants,1,
10/29/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/29/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/29/21,misc,$6.00 ,miscellaneous,0,
10/29/21,hoodie,$5.00 ,hoodies_coats,1,5
10/29/21,pants,$5.00 ,pants,1,
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/29/21,pants,$5.00 ,pants,1,
10/29/21,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
10/29/21,t-shirt,$15.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$0.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$0.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$0.00 ,short_sleeve_tops,1,3
10/29/21,pants,$0.00 ,pants,1,
10/29/21,boutique item,$9.00 ,boutique_item,1,
10/29/21,hoodie,$2.50 ,hoodies_coats,1,5
10/29/21,misc,$7.00 ,miscellaneous,0,
10/29/21,water bottle,$1.00 ,household_goods,0,1
10/29/21,water bottle,$1.00 ,household_goods,0,1
10/29/21,sunglasses,$5.00 ,accessories,1,5
10/29/21,sunglasses,$5.00 ,accessories,1,5
10/29/21,paperback book,$1.00 ,books_print_media,0,2
10/29/21,headwear,$4.00 ,headwear,1,
10/29/21,sweater,$0.00 ,long_sleeves_blouses,1,5
10/29/21,sweater,$0.00 ,long_sleeves_blouses,1,5
10/29/21,pants,$5.00 ,pants,1,
10/29/21,pants,$5.00 ,pants,1,
10/29/21,baseball cap,$3.00 ,headwear,1,3
10/29/21,short skirt,$1.50 ,skirts_shorts_dresses,1,3
10/29/21,pants,$5.00 ,pants,1,
10/29/21,short skirt,$3.00 ,skirts_shorts_dresses,1,3
10/29/21,ring,$5.00 ,jewelry,1,5
10/29/21,ruler,$0.50 ,school_office_supplies,0,0.5
10/29/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/29/21,dress,$5.00 ,skirts_shorts_dresses,1,5
10/29/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/29/21,misc,$5.00 ,miscellaneous,0,
10/29/21,short skirt,$0.00 ,skirts_shorts_dresses,1,3
10/29/21,misc,$3.00 ,miscellaneous,0,
10/29/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
10/29/21,pants,$5.00 ,pants,1,
10/29/21,sweater,$5.00 ,long_sleeves_blouses,1,5
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,dress shoes,$10.00 ,shoes,1,10
10/29/21,long skirt,$7.00 ,skirts_shorts_dresses,1,5
10/29/21,sneakers,$5.00 ,shoes,1,5
10/29/21,jacket,$5.00 ,hoodies_coats,1,5
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
10/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/3/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/3/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/3/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/3/21,pants,$5.00 ,pants,1,
11/3/21,bracelet,$3.00 ,jewelry,1,3
11/3/21,paperback book,$1.00 ,books_print_media,0,2
11/3/21,coat,$10.00 ,hoodies_coats,1,10
11/3/21,sweater,$5.00 ,long_sleeves_blouses,1,5
11/3/21,slacks,$5.00 ,pants,1,5
11/3/21,boutique item,$10.00 ,boutique_item,1,
11/3/21,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
11/3/21,blazer,$10.00 ,hoodies_coats,1,10
11/3/21,dress,$5.00 ,skirts_shorts_dresses,1,5
11/3/21,necklace,$5.00 ,jewelry,1,5
11/3/21,blouse,$5.00 ,long_sleeves_blouses,1,5
12/3/21,t-shirt,$1.50 ,short_sleeve_tops,1,3
12/3/21,button-down shirt,$5.00 ,long_sleeves_blouses,1,5
12/3/21,laptop case,$5.00 ,electronics,0,5
12/3/21,water bottle,$1.00 ,household_goods,0,1
12/3/21,paperback book,$4.00 ,books_print_media,0,2
12/3/21,sweater,$5.00 ,long_sleeves_blouses,1,5
12/3/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
12/3/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
12/3/22,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/10/21,UCD t-shirt,$4.00 ,short_sleeve_tops,1,5
11/10/21,t-shirt,$0.00 ,short_sleeve_tops,1,3
11/10/21,tank-top,$3.00 ,short_sleeve_tops,1,3
11/10/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/10/21,t-shirt,$5.00 ,short_sleeve_tops,1,3
11/1/21,athletic shirt,$3.00 ,short_sleeve_tops,1,3
11/1/21,dress,$5.00 ,skirts_shorts_dresses,1,5
11/1/21,dress,$5.00 ,skirts_shorts_dresses,1,5
11/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/1/21,pencil,$0.50 ,school_office_supplies,0,0.5
11/1/21,pencil,$0.50 ,school_office_supplies,0,0.5
11/1/21,sneakers,$5.00 ,shoes,1,5
11/1/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
11/1/21,hand bag,$5.00 ,accessories,1,5
11/1/21,jeans,$5.00 ,pants,1,5
11/1/21,t-shirt,$5.50 ,short_sleeve_tops,1,3
11/1/21,jeans,$0.00 ,pants,1,5
11/1/21,long sleeve shirt,$0.00 ,long_sleeves_blouses,1,3
11/1/21,pants,$2.50 ,pants,1,
11/22/21,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
11/22/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/22/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/22/21,pants,$5.00 ,pants,1,
11/22/21,ring,$5.00 ,jewelry,1,5
11/22/21,jeans,$5.00 ,pants,1,5
11/22/21,pants,$5.00 ,pants,1,
11/22/22,pants,$5.00 ,pants,1,
11/19/21,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
11/19/21,water bottle,$1.00 ,household_goods,0,1
11/19/21,pencil case,$1.00 ,school_office_supplies,0,1
11/19/21,shoes,$5.00 ,shoes,1,
11/19/21,textbook,$10.00 ,books_print_media,0,10
11/19/21,hand bag,$4.00 ,accessories,1,5
11/19/21,tank-top,$0.00 ,short_sleeve_tops,1,3
11/19/21,pants,$5.00 ,pants,1,
11/19/22,long sleeve shirt,$3.00 ,long_sleeves_blouses,1,3
12/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
12/1/21,misc,$1.00 ,miscellaneous,0,
11/17/21,windbreaker,$2.50 ,hoodies_coats,1,5
11/17/21,jeans,$5.00 ,pants,1,5
11/17/21,shorts,$3.00 ,skirts_shorts_dresses,1,3
11/17/21,tank-top,$3.00 ,short_sleeve_tops,1,3
11/17/21,pants,$5.00 ,pants,1,
11/17/21,jacket,$5.00 ,hoodies_coats,1,5
12/1/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/17/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/17/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/29/21,sweatshirt,$5.00 ,hoodies_coats,1,5
11/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
11/29/21,t-shirt,$3.00 ,short_sleeve_tops,1,3
